Symbol,Description,Last,Net Chng,%Change,Volume,Bid,Ask,High,Low,EPS,Market Cap,Vol Index
UCAR,U POWER LTD COM,3.11,0,0.00%,"1,011",3.02,3.13,0,0,-.1091,163 M,264.10%
MGOL,MGO GLOBAL INC COM,1.04,0,0.00%,"1,001",1.01,1.04,0,0,-.2268,15 M,<empty>
GNS,GENIUS GROUP LTD COM,.8478,0,0.00%,970,.8600,.8700,0,0,-.3418,21 M,292.60%
UAA,UNDER ARMOUR INC COM CL A,7.21,0,0.00%,852,7.30,7.44,0,0,.84,"3,206 M",62.74%
EBET,EBET INC COM,.2311,0,0.00%,767,.2350,.2398,0,0,-2.25,6.1 M,++
SONY,SONY GROUP CORPORATION ADR SPONSORED,93.70,0,0.00%,705,95.21,95.99,0,0,5.519,"115,677 M",25.78%
RCL,ROYAL CARIBBEAN GROUP COM,80.97,0,0.00%,592,80.80,81.16,0,0,-4.06,"20,707 M",43.56%
CZOO,CAZOO GROUP LTD COM CL A,1.32,0,0.00%,569,1.25,1.39,0,0,-22.61,51 M,122.88%
WKHS,WORKHORSE GROUP INC COM,.8407,0,0.00%,535,.8500,.8600,0,0,-.74,157 M,146.27%
LXEH,LIXIANG EDUCATION HLDG ADR,.5669,0,0.00%,525,.5555,.5979,0,0,-.0861,7.6 M,<empty>
OSTK,OVERSTOCK COM INC DEL COM,18.73,0,0.00%,505,18.33,19.10,0,0,-1.27,847 M,65.50%
HAS,HASBRO INC COM,59.35,0,0.00%,502,58.32,60.52,0,0,.86,"8,226 M",35.47%
FTCH,FARFETCH LTD COM CL A,4.93,0,0.00%,463,4.85,4.98,0,0,-2.65,"1,950 M",82.55%
REAL,THE REALREAL INC COM,1.275,0,0.00%,431,1.280,1.360,0,0,-2.27,128 M,130.64%
EEIQ,EPICQUEST EDUCATION GRP INTL COM,1.87,0,0.00%,426,1.85,2.08,0,0,-.55,21 M,<empty>
ROST,ROSS STORES INC COM,103.62,0,0.00%,409,101.93,103.62,0,0,4.5,"35,443 M",28.36%
HCDI,HARBOR CUSTOM DEVELOPMENT INC COM,3.85,0,0.00%,408,3.85,3.91,0,0,-44.12,3.4 M,<empty>
SBET,SHARPLINK GAMING LTD COM,3.14,0,0.00%,400,2.90,3.39,0,0,-4.21,8.4 M,<empty>
DPZ,DOMINOS PIZZA INC COM,289.85,0,0.00%,391,295.05,295.62,0,0,12.96,"10,243 M",35.40%
TJX,TJX COS INC COM,76.79,0,0.00%,379,75.60,76.64,0,0,3.24,"88,250 M",22.78%
MCD,MCDONALD'S CORPORATION COM,285.11,0,0.00%,325,285.68,286.15,0,0,9.3,"208,157 M",17.24%
BGI,BIRKS GROUP INC COM CL A,9.26,0,0.00%,310,9.30,9.59,0,0,-.0658,173 M,<empty>
CTIB,YUNHONG CTI LTD COM,1.76,0,0.00%,305,1.76,1.79,0,0,-.16,35 M,<empty>
NWL,NEWELL BRANDS INC COM,8.31,0,0.00%,301,8.33,8.37,0,0,-.32,"3,441 M",67.24%
MLCO,MELCO RESORTS & ENTERTAINMENT ADR SPONSORED,11.05,0,0.00%,298,10.51,11.25,0,0,-1.803,"4,427 M",60.81%
GRIL,MUSCLE MAKER INC COM,1.09,0,0.00%,292,1.10,1.14,0,0,-.25,35 M,<empty>
ALLG,ALLEGO N V COM,2.1200,0,0.00%,263,2.0700,2.1600,0,0,-.6701,564 M,115.77%
GPC,GENUINE PARTS CO COM,147.98,0,0.00%,250,150.00,152.00,0,0,8.73,"20,794 M",26.50%
CAKE,CHEESECAKE FACTORY COM,31.33,0,0.00%,232,31.05,33.52,0,0,.97,"1,609 M",28.50%
GCT,GIGACLOUD TECHNOLOGY INC COM CL A,6.75,0,0.00%,217,6.70,6.80,0,0,.8493,275 M,<empty>
WING,WINGSTOP INC COM,199.36,0,0.00%,204,194.01,211.04,0,0,2,"5,975 M",40.63%
ANF,ABERCROMBIE & FITCH CO COM CL A,31.03,0,0.00%,202,30.75,31.03,0,0,.69,"1,553 M",49.71%
ELYS,ELYS GAME TECHNOLOGY CORP COM,.4860,0,0.00%,200,.4815,.4860,0,0,-.66,19 M,653.84%
IHG,INTERCONTINENTAL HOTELS GROUP ADR,66.35,0,0.00%,200,67.39,67.46,0,0,2.06,"11,365 M",<empty>
LEVI,LEVI STRAUSS & COMPANY COM CL A,13.23,0,0.00%,200,13.11,13.50,0,0,1.22,"5,244 M",41.15%
VEDU,VISIONARY EDUCATION TECH HLDGS COM,.450001,0,0.00%,200,.450000,.497800,0,0,-.0842,18 M,<empty>
W,WAYFAIR INC COM CL A,40.32,0,0.00%,200,40.33,40.85,0,0,-12.72,"4,528 M",86.05%
CROX,CROCS INC COM,112.28,0,0.00%,195,111.55,113.20,0,0,9.91,"6,964 M",54.17%
DASH,DOORDASH INC COM CL A,65.29,0,0.00%,160,62.37,65.75,0,0,-3.61,"25,369 M",51.92%
AZO,AUTOZONE INC COM,2386.84,0,0.00%,151,2098.91,2420.00,0,0,126.4,"43,500 M",23.64%
PHM,PULTE GROUP INC COM,66.08,0,0.00%,146,66.28,66.80,0,0,11.53,"14,751 M",29.96%
LVS,LAS VEGAS SANDS CORP COM,55.13,0,0.00%,134,55.00,55.50,0,0,-.72,"42,134 M",44.81%
ATER,ATERIAN INC COM,.5841,0,0.00%,131,.5841,.6015,0,0,-2.51,47 M,178.86%
AIU,META DATA LIMITED ADR,1.0100,0,0.00%,127,1.0000,1.1000,0,0,-15.17,"18,188 M",<empty>
VRM,VROOM INC COM,.7983,0,0.00%,126,.7850,.7900,0,0,-1.56,111 M,++
NIU,NIU TECHNOLOGIES ADR,3.51,0,0.00%,123,3.52,3.65,0,0,-.1492,271 M,72.83%
UA,UNDER ARMOUR INC COM CL C,6.58,0,0.00%,123,6.57,6.68,0,0,.84,"2,925 M",44.81%
HOG,HARLEY DAVIDSON COM,31.11,0,0.00%,113,31.25,31.70,0,0,5.55,"4,472 M",39.33%
AYRO,AYRO INC COM,.5600,0,0.00%,100,.5485,.5690,0,0,-.65,21 M,<empty>
PVH,PVH CORPORATION COM,86.02,0,0.00%,100,81.77,84.00,0,0,3.03,"5,401 M",61.95%
VLCN,VOLCON INC COM,.6902,0,0.00%,100,.7100,.7175,0,0,-1.35,21 M,<empty>
MICS,SINGING MACHINE CO INC COM,1.33,0,0.00%,85,1.32,1.40,0,0,-1.75,4.2 M,<empty>
TM,TOYOTA MOTOR CORP ADR UNSPONSORED,136.13,0,0.00%,85,137.10,139.23,0,0,13.12,"184,663 M",22.64%
TUP,TUPPERWARE BRANDS CORPORATION COM,.8901,0,0.00%,75,.8931,.9100,0,0,-.31,40 M,226.85%
RVLV,REVOLVE GROUP INC COM CL A,15.22,0,0.00%,69,15.20,15.37,0,0,.68,"1,117 M",64.27%
CHS,CHICO'S FAS INC COM,4.54,0,0.00%,65,4.35,4.82,0,0,.88,560 M,76.06%
SGHC,SUPER GROUP LTD COM,2.91,0,0.00%,60,2.85,3.40,0,0,.7359,"1,451 M",71.04%
EXPE,EXPEDIA GROUP INC COM,95.71,0,0.00%,52,92.00,99.70,0,0,2,"14,177 M",42.25%
GDHG,GOLDEN HEAVEN GROUP COM,4.05,0,0.00%,52,3.80,4.64,0,0,.2769,210 M,<empty>
JZXN,JIUZI HOLDINGS INC COM,.1670,0,0.00%,51,.1600,.1670,0,0,-.76,7.8 M,<empty>
HRB,BLOCK (H & R) INC COM,29.85,0,0.00%,50,29.82,31.65,0,0,2.91,"4,546 M",32.94%
TPH,TRI POINTE GROUP INC COM,29.21,0,0.00%,50,29.30,29.60,0,0,5.46,"2,924 M",31.75%
EDUC,EDUCATIONAL DEVELOPMENT CORP COM,1.22,0,0.00%,44,1.07,1.39,0,0,-.31,10 M,<empty>
YUM,YUM BRANDS INC COM,128.69,0,0.00%,43,127.82,134.51,0,0,4.26,"36,044 M",22.24%
KBH,KB HOME COM,43.33,0,0.00%,40,43.03,44.50,0,0,9.07,"3,574 M",39.53%
PENN,PENN ENTERTAINMENT INC COM,25.04,0,0.00%,40,24.83,25.70,0,0,4.05,"3,859 M",49.82%
SIX,SIX FLAGS ENT CORP NEW COM,25.55,0,0.00%,35,25.09,25.99,0,0,1.21,"2,128 M",46.93%
ONON,ON HLDG AG NAMEN COM,27.45,0,0.00%,30,27.60,27.88,0,0,.2887,"8,711 M",54.84%
POL,POLISHED INC COM,.4563,0,0.00%,29,.4600,.4791,0,0,.73,48 M,<empty>
ADD,COLOR STAR TECHNOLOGY CO LTD COM CL A,1.3100,0,0.00%,27,1.2000,1.4900,0,0,-19.9,13 M,<empty>
LOW,LOWE'S COMPANIES INC COM,201.13,0,0.00%,25,201.00,204.57,0,0,10.43,"119,069 M",29.00%
ZUMZ,ZUMIEZ INC COM,16.07,0,0.00%,25,14.90,17.58,0,0,1.08,317 M,58.00%
FXLV,F45 TRAINING HLDGS INC COM,1.02,0,0.00%,24,1.00,1.16,0,0,.1,99 M,348.75%
GRMN,GARMIN LTD COM,103.15,0,0.00%,21,103.00,107.78,0,0,5,"19,732 M",24.58%
SWIM,LATHAM GROUP INC COM,3.60,0,0.00%,20,3.32,4.13,0,0,-.16,413 M,133.99%
TH,TARGET HOSPITALITY CORP COM,14.13,0,0.00%,20,14.00,15.00,0,0,1.11,"1,432 M",59.69%
ROVR,ROVER GROUP INC COM CL A,4.65,0,0.00%,19,4.55,4.78,0,0,-.1,857 M,48.49%
VUZI,VUZIX CORP COM,5.02,0,0.00%,19,4.85,5.41,0,0,-.64,317 M,95.97%
LEN,LENNAR CORP COM CL A,107.12,0,0.00%,18,106.50,109.30,0,0,16.09,"31,001 M",35.29%
MGM,MGM RESORTS INTERNATIONAL COM,39.29,0,0.00%,18,39.02,39.75,0,0,4.79,"14,294 M",40.20%
WW,WW INTERNATIONAL INC COM,6.56,0,0.00%,18,6.55,6.65,0,0,-5.14,516 M,101.72%
APEI,AMERICAN PUBLIC EDUCATION INC COM,5.01,0,0.00%,17,4.70,5.15,0,0,-6.76,89 M,95.49%
GPRO,GOPRO INC COM CL A,4.20,0,0.00%,16,4.11,4.27,0,0,-.05,654 M,49.97%
YUMC,YUM CHINA HOLDINGS INC COM,56.46,0,0.00%,16,55.50,56.30,0,0,1.49,"23,582 M",33.54%
RIDE,LORDSTOWN MOTORS CORP COM CL A,3.40,0,0.00%,15,3.25,3.47,0,0,-24,57 M,127.79%
TAST,CARROLS RESTAURANT GROUP INC COM,5.50,0,0.00%,15,5.38,5.77,0,0,-1.06,297 M,82.29%
HMC,HONDA MOTOR CO ADR SPONSORED,28.41,0,0.00%,14,28.30,29.07,0,0,2.996,"47,205 M",++
SFT,SHIFT TECHNOLOGIES INC COM CL A,1.56,0,0.00%,13,1.52,1.72,0,0,-15.79,26 M,<empty>
SONO,SONOS INC COM,14.53,0,0.00%,13,14.18,14.72,0,0,-.15,"1,865 M",41.13%
ADT,ADT INC COM,5.69,0,0.00%,11,5.70,5.82,0,0,.03,"5,244 M",50.84%
DHI,DR HORTON INC COM,106.84,0,0.00%,11,107.17,108.00,0,0,14.81,"36,440 M",33.25%
HBI,HANESBRANDS INC COM,4.11,0,0.00%,11,4.02,4.15,0,0,-.8,"1,437 M",59.99%
KOSS,KOSS CORP COM,3.85,0,0.00%,11,3.76,3.92,0,0,.91,35 M,<empty>
LOVE,LOVESAC COMPANY COM,21.08,0,0.00%,11,20.50,22.75,0,0,1.77,320 M,90.91%
DKNG,DRAFTKINGS INC COM CL A,23.34,0,0.00%,10,23.30,23.40,0,0,-2.89,"10,780 M",58.61%
FORD,FORWARD-INDUSTRIES INC COM,1.03,0,0.00%,10,.98,1.06,0,0,-.25,10 M,<empty>
GOLF,ACUSHNET HOLDINGS CORP COM,44.565,0,0.00%,10,44.58,51.00,0,0,3.01,"3,002 M",36.03%
PIK,KIDPIK CORP COM,.5630,0,0.00%,10,.5630,.5800,0,0,-1,4.3 M,<empty>
TDUP,THREDUP INC COM CL A,2.07,0,0.00%,10,2.07,2.19,0,0,-.9,213 M,122.52%
ORLY,OREILLY AUTOMOTIVE INC NEW COM,903.31,0,0.00%,9,850.00,908.50,0,0,34.55,"54,993 M",23.93%
AMST,AMESITE INC COM,4.45,0,0.00%,8,4.06,4.43,0,0,-2.19,11 M,<empty>
MAR,MARRIOTT INTERNATIONAL INC COM CL A,167.79,0,0.00%,8,167.79,170.00,0,0,8.53,"50,900 M",28.82%
NRDY,NERDY INC COM CL A,2.59,0,0.00%,8,2.58,2.97,0,0,-.41,254 M,73.44%
LAD,LITHIA MOTORS INC COM,233.28,0,0.00%,7,225.00,267.11,0,0,40.92,"6,422 M",46.75%
UXIN,UXIN LIMITED ADR,1.40,0,0.00%,7,1.33,1.50,0,0,-.6458,64 M,120.97%
AACG,ATA CREATIVITY GLOBAL ADR,1.4900,0,0.00%,6,1.5000,1.7400,0,0,-.2267,47 M,<empty>
BBY,BEST BUY CO INC COM,72.67,0,0.00%,6,71.85,73.90,0,0,5.91,"15,891 M",35.20%
BKNG,BOOKING HOLDINGS INC COM,2508.77,0,0.00%,6,2470.00,2600.00,0,0,100.5,"92,658 M",30.68%
DAO,YOUDAO INC ADR,4.45,0,0.00%,6,4.47,4.54,0,0,-.9658,553 M,85.90%
GRWG,GROWGENERATION CORP COM,3.70,0,0.00%,6,3.62,3.90,0,0,-2.7,226 M,80.97%
BYD,BOYD GAMING CORP COM,63.73,0,0.00%,5,63.10,67.80,0,0,6.35,"6,439 M",33.88%
DFH,DREAM FINDERS HOMES INC COM CL A,18.54,0,0.00%,5,18.54,19.00,0,0,2.48,"1,727 M",50.80%
DIN,DINEEQUITY INC COM,59.83,0,0.00%,5,55.00,62.72,0,0,5.25,937 M,42.44%
GMBL,ESPORTS ENTERTAINMENT GRP INC COM,1.92,0,0.00%,5,1.90,1.94,0,0,13.46,6.4 M,<empty>
CWH,CAMPING WORLD HOLDINGS INC COM CL A,26.95,0,0.00%,4,26.56,27.50,0,0,2.25,"1,198 M",47.94%
VVV,VALVOLINE INC COM,38.50,0,0.00%,4,38.50,38.79,0,0,8.92,"6,384 M",40.17%
CMG,CHIPOTLE MEXICAN GRILL COM,2076.49,0,0.00%,3,2046.10,2125.00,0,0,36.95,"57,290 M",23.95%
PLBY,PLBY GROUP INC COM,1.51,0,0.00%,3,1.51,1.57,0,0,-6.56,111 M,181.27%
RMBL,RUMBLEON INC COM CL B,10.92,0,0.00%,3,10.29,12.17,0,0,-18.1,180 M,125.09%
BIRD,ALLBIRDS INC COM CL A,1.18,0,0.00%,2,1.19,1.22,0,0,-.76,178 M,153.44%
GES,GUESS INC COM,19.21,0,0.00%,2,17.50,21.25,0,0,1.84,"1,070 M",42.36%
RGR,STURM RUGER & CO INC COM,51.56,0,0.00%,2,51.00,55.10,0,0,4.07,913 M,23.38%
WEN,WENDYS COMPANY (THE) COM,22.01,0,0.00%,2,21.98,22.20,0,0,.84,"4,638 M",23.43%
WHR,WHIRLPOOL CORP COM,129.29,0,0.00%,2,129.01,131.33,0,0,-35.82,"7,080 M",34.81%
CHH,CHOICE HOTELS INTL INC COM,113.49,0,0.00%,1,112.00,129.95,0,0,5.81,"5,787 M",29.60%
CNXA,CONNEXA SPORTS TECHNOLOGIE COM,.1648,0,0.00%,1,.1664,.1750,0,0,-13.44,2.3 M,<empty>
DLTH,DULUTH HOLDINGS INC COM CL B,5.40,0,0.00%,1,5.25,5.75,0,0,.07,186 M,78.53%
KIRK,KIRKLAND'S INC COM,2.87,0,0.00%,1,2.76,2.89,0,0,-3.52,37 M,86.81%
LVWR,LIVEWIRE GROUP INC COM,8.15,0,0.00%,1,7.11,9.00,0,0,-.4155,"1,650 M",174.08%
SKY,SKYLINE CHAMPION CORPORATION COM,58.13,0,0.00%,1,50.76,66.56,0,0,7,"3,321 M",46.74%
TOL,TOLL BROS INC COM,67.70,0,0.00%,1,67.91,69.40,0,0,12.38,"7,497 M",33.92%
TOUR,TUNIU CORP ADR,1.11,0,0.00%,1,1.10,1.15,0,0,-.2239,137 M,286.41%
ZGN,ERMENEGILDO ZEGNA N V COM,11.38,0,0.00%,1,9.93,11.95,0,0,.2209,"2,843 M",38.83%
